測站名稱,測站ID,縣市,鄉鎮,高度(m),緯度(WGS84),經度(WGS84),觀測時間,天氣狀況,氣溫(℃),相對濕度(%),氣壓(hPa),降雨量(mm),風速(m/s),風向(度),今日最高溫(℃),最高溫時間,今日最低溫(℃),最低溫時間
國三S202K,CAG060,彰化縣,彰化市,48.0,24.092468,120.603256,2026-07-02T10:00:00+08:00,晴,31.2,78,1005.7,0.0,2.0,280.0,32.5,2026-07-02T09:45:00+08:00,27.3,2026-07-02T03:36:00+08:00
西濱S173K,CAG070,彰化縣,鹿港鎮,23.0,24.108100,120.434576,2026-07-02T10:00:00+08:00,晴,29.4,81,1010.0,0.0,5.0,320.0,29.7,2026-07-02T09:34:00+08:00,28.1,2026-07-02T04:07:00+08:00
西濱S189K,CAG080,彰化縣,芳苑鄉,30.0,23.987857,120.369607,2026-07-02T10:00:00+08:00,晴,29.4,84,1008.6,0.0,3.5,330.0,29.6,2026-07-02T09:35:00+08:00,27.7,2026-07-02T03:36:00+08:00
西濱N210K,CAG090,彰化縣,大城鄉,48.0,23.843536,120.293236,2026-07-02T10:00:00+08:00,晴,29.4,84,1008.1,0.0,3.5,350.0,29.9,2026-07-02T09:03:00+08:00,27.8,2026-07-02T02:10:00+08:00
王功漁港,CAG100,彰化縣,芳苑鄉,7.0,23.968240,120.325860,2026-07-02T10:00:00+08:00,晴,-99,-99,1011.4,0.0,3.6,330.0,-99,-99,-99,-99
國三N223K,CAH010,南投縣,草屯鎮,109.0,23.955116,120.662376,2026-07-02T10:00:00+08:00,晴,31.7,73,999.2,0.0,3.0,350.0,32.6,2026-07-02T09:41:00+08:00,26.3,2026-07-02T03:18:00+08:00
國三S217K,CAH020,南投縣,草屯鎮,93.0,24.006830,120.653214,2026-07-02T10:00:00+08:00,晴,31.5,72,1000.9,0.0,2.0,310.0,32.7,2026-07-02T08:50:00+08:00,26.7,2026-07-02T03:53:00+08:00
消防署訓練中心,CAHA00,南投縣,竹山鎮,176.0,23.821370,120.722930,2026-07-02T10:00:00+08:00,晴,32.2,69,992.4,0.0,1.8,250.0,32.6,2026-07-02T10:38:00+08:00,25.3,2026-07-02T05:02:00+08:00
國三N252K,CAJ010,雲林縣,林內鄉,130.0,23.774120,120.640610,2026-07-02T10:00:00+08:00,晴,31.6,83,997.1,0.0,1.3,240.0,32.1,2026-07-02T09:31:00+08:00,24.8,2026-07-02T04:55:00+08:00
國一N234K,CAJ020,雲林縣,西螺鎮,50.0,23.746330,120.467926,2026-07-02T10:00:00+08:00,晴,31.3,74,1006.1,0.0,1.2,270.0,32.6,2026-07-02T10:39:00+08:00,27.1,2026-07-02T02:44:00+08:00
西濱N222K,CAJ030,雲林縣,麥寮鄉,31.0,23.737734,120.256132,2026-07-02T10:00:00+08:00,晴,30.6,78,1008.8,0.0,1.9,300.0,31.1,2026-07-02T10:26:00+08:00,27.5,2026-07-02T03:33:00+08:00
西濱S241K,CAJ040,雲林縣,口湖鄉,14.0,23.623426,120.172646,2026-07-02T10:00:00+08:00,晴,30.2,79,1009.5,0.0,1.9,300.0,30.5,2026-07-02T08:45:00+08:00,27.3,2026-07-02T03:21:00+08:00
海口故事園區,CAJ050,雲林縣,口湖鄉,4.0,23.575430,120.141210,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
國一N250K,CAL010,嘉義縣,大林鎮,46.0,23.610292,120.436867,2026-07-02T10:00:00+08:00,多雲,31.8,79,1006.6,0.0,1.3,280.0,33.4,2026-07-02T10:53:00+08:00,26.8,2026-07-02T03:35:00+08:00
國一S262K,CAL020,嘉義縣,民雄鄉,43.0,23.512333,120.403038,2026-07-02T10:00:00+08:00,多雲,31.7,82,1007.2,0.0,1.2,230.0,33.1,2026-07-02T10:29:00+08:00,27.1,2026-07-02T02:46:00+08:00
國一N268K,CAL030,嘉義縣,水上鄉,39.0,23.460833,120.375833,2026-07-02T10:00:00+08:00,多雲,31.2,84,1007.2,0.0,2.1,260.0,32.6,2026-07-02T10:26:00+08:00,26.8,2026-07-02T02:22:00+08:00
國一N273K,CAL040,嘉義縣,水上鄉,39.0,23.416666,120.355000,2026-07-02T10:00:00+08:00,多雲,31.6,80,1007.4,0.0,1.8,230.0,32.7,2026-07-02T10:29:00+08:00,26.7,2026-07-02T01:40:00+08:00
國三N279K,CAL050,嘉義縣,大林鎮,113.0,23.596111,120.523333,2026-07-02T10:00:00+08:00,多雲,31.8,77,999.2,0.0,1.0,220.0,32.2,2026-07-02T08:27:00+08:00,25.8,2026-07-02T01:27:00+08:00
國三N295K,CAL070,嘉義市,東區,99.0,23.468598,120.499369,2026-07-02T10:00:00+08:00,多雲,31.0,82,1001.0,0.0,1.0,220.0,32.6,2026-07-02T10:52:00+08:00,25.0,2026-07-02T03:15:00+08:00
國三N303K,CAL080,嘉義縣,中埔鄉,72.0,23.411969,120.452447,2026-07-02T10:00:00+08:00,多雲,30.6,85,1006.1,0.0,1.8,290.0,32.4,2026-07-02T10:31:00+08:00,25.7,2026-07-02T03:00:00+08:00
西濱S257K,CAL090,嘉義縣,東石鄉,5.0,23.502278,120.171861,2026-07-02T10:00:00+08:00,晴,30.9,79,1010.9,0.0,1.2,340.0,31.8,2026-07-02T08:55:00+08:00,27.3,2026-07-02T03:07:00+08:00
西濱S267K,CAL100,嘉義縣,東石鄉,8.0,23.416130,120.162872,2026-07-02T10:00:00+08:00,晴,29.5,83,1010.9,0.0,3.0,270.0,30.5,2026-07-02T08:29:00+08:00,28.0,2026-07-02T03:53:00+08:00
布袋國中,CAL110,嘉義縣,布袋鎮,1.1,23.358930,120.180260,2026-07-02T10:00:00+08:00,晴,30.1,81,1011.0,0.0,2.5,290.0,31.2,2026-07-02T09:38:00+08:00,27.5,2026-07-02T04:29:00+08:00
國三S290K,CAM900,嘉義縣,竹崎鄉,47.0,23.504106,120.490742,2026-07-02T10:00:00+08:00,多雲,31.8,80,1004.7,0.0,1.0,190.0,32.6,2026-07-02T08:51:00+08:00,25.3,2026-07-02T03:16:00+08:00
國一N288K,CAN010,臺南市,新營區,34.0,23.306090,120.290033,2026-07-02T10:00:00+08:00,多雲,32.2,74,1008.5,0.0,1.3,320.0,32.6,2026-07-02T10:09:00+08:00,27.2,2026-07-02T04:03:00+08:00
國一S306K,CAN020,臺南市,麻豆區,27.0,23.152831,120.230558,2026-07-02T10:00:00+08:00,晴,31.0,74,1009.7,0.0,3.7,270.0,32.2,2026-07-02T10:22:00+08:00,26.8,2026-07-02T05:45:00+08:00
國一N323K,CAN040,臺南市,永康區,33.0,23.011789,120.249453,2026-07-02T10:00:00+08:00,晴,31.3,80,1008.2,0.0,2.0,270.0,33.0,2026-07-02T10:42:00+08:00,27.0,2026-07-02T05:03:00+08:00
國三S311K,CAN060,臺南市,白河區,66.0,23.346388,120.438888,2026-07-02T10:00:00+08:00,多雲,31.0,72,1004.4,0.0,1.7,320.0,32.2,2026-07-02T09:11:00+08:00,24.8,2026-07-02T03:40:00+08:00
國三S329K,CAN070,臺南市,官田區,63.0,23.212777,120.355833,2026-07-02T10:00:00+08:00,多雲,32.0,81,1005.0,0.0,1.3,240.0,32.7,2026-07-02T09:52:00+08:00,25.8,2026-07-02T03:58:00+08:00
國三N336K,CAN080,臺南市,官田區,49.0,23.154722,120.345000,2026-07-02T10:00:00+08:00,多雲,32.0,80,1006.2,0.0,1.8,310.0,32.7,2026-07-02T10:11:00+08:00,25.3,2026-07-02T05:31:00+08:00
國三S342K,CAN090,臺南市,善化區,41.0,23.106694,120.327528,2026-07-02T10:00:00+08:00,晴,32.2,70,1006.9,0.0,1.0,310.0,33.1,2026-07-02T10:13:00+08:00,25.8,2026-07-02T05:05:00+08:00
國三S366K,CAN100,臺南市,關廟區,64.0,22.907700,120.351300,2026-07-02T10:00:00+08:00,晴,31.3,72,1004.9,0.0,0.8,290.0,32.6,2026-07-02T10:19:00+08:00,25.8,2026-07-02T02:20:00+08:00
西濱S280K,CAN110,臺南市,北門區,5.0,23.305200,120.148910,2026-07-02T10:00:00+08:00,晴,30.0,80,1010.9,0.0,2.1,310.0,30.6,2026-07-02T09:09:00+08:00,28.3,2026-07-02T03:34:00+08:00
西濱N304K,CAN120,臺南市,七股區,49.0,23.103439,120.086694,2026-07-02T10:00:00+08:00,晴,29.5,80,1009.1,0.0,2.6,300.0,30.3,2026-07-02T10:49:00+08:00,27.8,2026-07-02T04:01:00+08:00
水試所海水繁養殖中心,CAN130,臺南市,七股區,2.3,23.120802,120.079676,2026-07-02T10:00:00+08:00,晴,30.1,93,1011.4,-99,2.7,310.0,31.5,2026-07-02T10:42:00+08:00,28.1,2026-07-02T03:18:00+08:00
六官養殖協會,CAN140,臺南市,六甲區,24.0,23.228810,120.299620,2026-07-02T10:00:00+08:00,多雲,-99,-99,1010.4,0.0,2.3,310.0,-99,-99,-99,-99
國一N315K,CAN150,臺南市,新市區,13.0,23.083500,120.251897,2026-07-02T10:00:00+08:00,晴,31.1,80,1009.2,0.0,3.1,290.0,32.9,2026-07-02T10:38:00+08:00,26.7,2026-07-02T05:28:00+08:00
國一S342K,CAP010,高雄市,路竹區,31.0,22.845555,120.295000,2026-07-02T10:00:00+08:00,晴,31.5,80,1007.4,0.0,1.6,280.0,32.0,2026-07-02T10:13:00+08:00,26.8,2026-07-02T03:36:00+08:00
國一S346K,CAP020,高雄市,岡山區,24.0,22.812222,120.314166,2026-07-02T10:00:00+08:00,晴,32.0,78,1008.7,0.0,0.6,300.0,33.2,2026-07-02T10:14:00+08:00,26.3,2026-07-02T04:30:00+08:00
國一N351K,CAP030,高雄市,橋頭區,37.0,22.765833,120.328888,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
國一N361K,CAP040,高雄市,仁武區,27.0,22.680555,120.328611,2026-07-02T10:00:00+08:00,晴有靄,31.1,82,1008.6,0.0,3.2,270.0,33.7,2026-07-02T09:44:00+08:00,27.8,2026-07-02T05:07:00+08:00
國三S385K,CAP060,高雄市,大樹區,93.0,22.767777,120.444444,2026-07-02T10:00:00+08:00,晴,33.2,70,1000.7,0.0,0.6,280.0,34.2,2026-07-02T10:50:00+08:00,26.1,2026-07-02T02:35:00+08:00
高雄燈塔,CAP070,高雄市,旗津區,34.0,22.614594,120.264680,2026-07-02T10:00:00+08:00,晴,30.7,77,1008.3,0.0,3.2,150.0,32.0,2026-07-02T09:16:00+08:00,27.1,2026-07-02T03:51:00+08:00
國三N425K,CAQ010,屏東縣,南州鄉,33.0,22.480277,120.531666,2026-07-02T10:00:00+08:00,多雲,32.2,68,1007.4,0.0,1.7,40.0,33.2,2026-07-02T10:14:00+08:00,25.8,2026-07-02T04:36:00+08:00
國三S415K,CAQ020,屏東縣,竹田鄉,38.0,22.568000,120.528000,2026-07-02T10:00:00+08:00,多雲,33.1,63,1007.5,0.0,1.1,230.0,33.2,2026-07-02T09:47:00+08:00,26.3,2026-07-02T05:17:00+08:00
崎峰國小,CAQ030,屏東縣,林邊鄉,10.0,22.425650,120.495210,2026-07-02T10:00:00+08:00,多雲,-99,-99,1010.6,0.0,6.5,170.0,-99,-99,-99,-99
國五S031K,CAUB30,宜蘭縣,礁溪鄉,40.0,24.819144,121.782378,2026-07-02T10:00:00+08:00,晴,29.3,81,1008.2,0.0,4.9,60.0,30.3,2026-07-02T10:18:00+08:00,25.7,2026-07-02T04:51:00+08:00
國五S041K,CAUB40,宜蘭縣,壯圍鄉,37.0,24.734764,121.781922,2026-07-02T10:00:00+08:00,晴,30.7,78,1007.9,0.0,2.1,50.0,31.6,2026-07-02T10:52:00+08:00,25.8,2026-07-02T05:07:00+08:00
國五S047K,CAUB50,宜蘭縣,羅東鎮,38.0,24.675456,121.794583,2026-07-02T10:00:00+08:00,晴,31.0,73,1008.0,0.0,1.8,40.0,31.8,2026-07-02T10:53:00+08:00,26.1,2026-07-02T05:02:00+08:00
國一S336K,CAV270,高雄市,路竹區,23.0,22.894167,120.271178,2026-07-02T10:00:00+08:00,晴,31.5,77,1008.1,0.0,2.6,230.0,31.8,2026-07-02T10:28:00+08:00,25.8,2026-07-02T04:25:00+08:00
國三S378K,CAV280,高雄市,田寮區,107.0,22.825958,120.415519,2026-07-02T10:00:00+08:00,晴,31.1,82,996.6,0.0,2.4,330.0,32.2,2026-07-02T10:14:00+08:00,25.3,2026-07-02T04:30:00+08:00
東引,CAW010,連江縣,東引鄉,42.0,26.358836,120.483631,2026-07-02T10:00:00+08:00,陰,30.1,82,1005.5,0.0,1.4,220.0,31.3,2026-07-02T10:47:00+08:00,27.2,2026-07-02T03:57:00+08:00
蓮華池,E2H360,南投縣,魚池鄉,681.0,23.918333,120.885278,2026-07-02T10:00:00+08:00,晴,28.9,70,939.2,0.0,-99,-99,30.5,2026-07-02T10:47:00+08:00,22.4,2026-07-02T05:04:00+08:00
畢祿溪站,E2HA20,南投縣,仁愛鄉,2188.0,24.226944,121.308522,2026-07-02T10:00:00+08:00,晴,22.6,52,790.4,0.0,0.4,60.0,24.2,2026-07-02T10:43:00+08:00,10.1,2026-07-02T04:40:00+08:00
四湖植物園,E2K600,雲林縣,四湖鄉,11.0,23.676986,120.163433,2026-07-02T10:00:00+08:00,晴,31.6,88,1011.6,0.0,1.3,290.0,32.0,2026-07-02T10:52:00+08:00,27.4,2026-07-02T02:20:00+08:00
六龜林試,E2P980,高雄市,六龜區,272.0,22.991703,120.645722,2026-07-02T10:00:00+08:00,晴,31.6,66,982.2,0.0,1.4,250.0,32.8,2026-07-02T10:42:00+08:00,22.9,2026-07-02T05:41:00+08:00
扇平林試,E2P990,高雄市,茂林區,677.0,22.967700,120.685703,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
太麻里(2),E2S960,臺東縣,太麻里鄉,26.0,22.598000,120.997750,2026-07-02T10:00:00+08:00,多雲,30.9,72,1010.9,0.0,1.1,110.0,33.3,2026-07-02T10:26:00+08:00,25.2,2026-07-02T04:46:00+08:00
太麻里(1),E2S980,臺東縣,太麻里鄉,100.0,22.598922,120.980044,2026-07-02T10:00:00+08:00,多雲,32.5,71,1002.7,0.0,0.6,120.0,33.9,2026-07-02T10:50:00+08:00,24.7,2026-07-02T03:59:00+08:00
農業試驗所,G2F820,臺中市,霧峰區,90.0,24.031261,120.688133,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
農試嘉義分所,G2L020,嘉義市,東區,79.0,23.485028,120.473806,2026-07-02T10:00:00+08:00,多雲,31.7,69,1003.4,0.0,1.2,240.0,34.8,2026-07-02T10:18:00+08:00,25.4,2026-07-02T02:42:00+08:00
農試溪口農場,G2M350,嘉義縣,溪口鄉,26.0,23.585650,120.408111,2026-07-02T10:00:00+08:00,多雲,31.6,74,1009.7,0.0,1.0,260.0,33.2,2026-07-02T10:44:00+08:00,26.7,2026-07-02T03:09:00+08:00
農試鳳山分所,G2P820,高雄市,鳳山區,37.0,22.646611,120.356083,2026-07-02T10:00:00+08:00,晴,33.4,64,1008.5,0.0,1.7,260.0,34.1,2026-07-02T09:52:00+08:00,26.7,2026-07-02T04:53:00+08:00
苗栗農改,K2E360,苗栗縣,公館鄉,100.0,24.495722,120.829111,2026-07-02T10:00:00+08:00,多雲,28.9,82,999.1,0.0,2.4,330.0,31.4,2026-07-02T09:32:00+08:00,24.9,2026-07-02T02:38:00+08:00
苗改生物防治研究中心,K2E710,苗栗縣,大湖鄉,286.0,24.422861,120.871833,2026-07-02T10:00:00+08:00,多雲,30.3,69,979.7,-99,0.8,30.0,31.5,2026-07-02T09:28:00+08:00,22.3,2026-07-02T04:57:00+08:00
種苗繁殖,K2F750,臺中市,新社區,470.0,24.225972,120.800917,2026-07-02T10:00:00+08:00,晴,28.6,77,960.1,0.0,1.6,260.0,30.3,2026-07-02T10:52:00+08:00,23.4,2026-07-02T05:28:00+08:00
臺大溪頭,U2H480,南投縣,鹿谷鄉,1150.0,23.670306,120.798194,2026-07-02T10:00:00+08:00,晴,24.2,84,886.6,0.0,0.9,10.0,26.0,2026-07-02T09:17:00+08:00,18.7,2026-07-02T04:25:00+08:00
臺大和社,U2HA30,南投縣,信義鄉,772.0,23.590856,120.888864,2026-07-02T10:00:00+08:00,晴,30.3,70,926.0,0.0,0.4,80.0,31.0,2026-07-02T10:40:00+08:00,20.2,2026-07-02T05:40:00+08:00
臺大內茅埔,U2HA40,南投縣,信義鄉,507.0,23.689722,120.851117,2026-07-02T10:00:00+08:00,晴,31.4,64,955.2,0.0,1.2,10.0,32.7,2026-07-02T10:24:00+08:00,22.5,2026-07-02T05:52:00+08:00
臺大竹山,U2HA50,南投縣,竹山鎮,156.0,23.756972,120.681556,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
大庄合作社,V2K610,雲林縣,二崙鄉,23.0,23.806800,120.367939,2026-07-02T10:00:00+08:00,晴,31.4,76,1010.0,0.0,2.0,310.0,31.6,2026-07-02T09:50:00+08:00,27.2,2026-07-02T03:07:00+08:00
麥寮合作社,V2K620,雲林縣,麥寮鄉,9.0,23.753836,120.294783,2026-07-02T10:00:00+08:00,晴,30.3,80,-99,0.0,1.9,310.0,31.3,2026-07-02T09:44:00+08:00,26.6,2026-07-02T03:00:00+08:00
